,city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
61,Birmingham,Birmingham,AL,Alabama,1073,Jefferson,33.5277,-86.7987,739573,553.0,polygon,False,True,America/Chicago,2,35218 35214 35215 35217 35210 35211 35212 35213 35243 35242 35224 35221 35222 35228 35203 35207 35206 35205 35204 35209 35208 35254 35068 35061 35234 35235 35233 35201 35202 35220 35232 35237 35238 35246 35249 35255 35259 35261 35270 35282 35283 35285 35287 35290 35291 35292 35294 35295 35297 35298,1840006507
138,Huntsville,Huntsville,AL,Alabama,1089,Madison,34.6988,-86.6412,319249,361.0,polygon,False,True,America/Chicago,2,35801 35803 35802 35805 35806 35741 35824 35763 35757 35756 35810 35811 35816 35896 35762 35804 35807 35809 35814 35815 35893 35894 35895 35897 35899,1840005061
140,Mobile,Mobile,AL,Alabama,1097,Mobile,30.6783,-88.1162,315502,522.0,polygon,False,True,America/Chicago,2,36606 36607 36604 36605 36602 36603 36608 36609 36688 36582 36615 36617 36611 36610 36619 36618 36695 36693 36571 36601 36628 36633 36640 36641 36644 36652 36660 36670 36675 36689 36691,1840006009
180,Montgomery,Montgomery,AL,Alabama,1101,Montgomery,32.3473,-86.2666,254634,479.0,polygon,False,True,America/Chicago,2,36064 36112 36113 36110 36111 36117 36115 36116 36108 36105 36104 36106 36109 36107 36101 36114 36118 36120 36121 36123 36124 36125 36130 36131 36132 36135 36140 36141 36142 36177 36191,1840008353
282,Tuscaloosa,Tuscaloosa,AL,Alabama,1125,Tuscaloosa,33.2348,-87.5267,155499,631.0,polygon,False,True,America/Chicago,2,35475 35476 35405 35404 35406 35401 35403 35407 35486 35487,1840005563
503,Auburn,Auburn,AL,Alabama,1081,Lee,32.6087,-85.4899,92777,425.0,polygon,False,True,America/Chicago,3,36849 36832 36830 36831,1840013810
540,Hoover,Hoover,AL,Alabama,1073,Jefferson,33.3754,-86.8064,85768,691.0,polygon,False,True,America/Chicago,3,35216 35244 35242 35080 35226 35236 35260,1840014795
583,Florence,Florence,AL,Alabama,1077,Lauderdale,34.8303,-87.6654,79964,594.0,polygon,False,True,America/Chicago,3,35633 35630 35631 35632,1840002083
656,Anniston,Anniston,AL,Alabama,1015,Calhoun,33.6712,-85.8136,73501,179.0,polygon,False,True,America/Chicago,3,36201 36206 36207 36205 36204,1840006563
670,Dothan,Dothan,AL,Alabama,1069,Houston,31.2335,-85.4069,72396,296.0,polygon,False,True,America/Chicago,3,36303 36301 36305 36321 36302 36304,1840001518
680,Daphne,Daphne,AL,Alabama,1003,Baldwin,30.6286,-87.8866,71484,603.0,polygon,False,True,America/Chicago,3,36527 36526,1840006178
706,Decatur,Decatur,AL,Alabama,1103,Morgan,34.573,-86.9906,68867,388.0,polygon,False,True,America/Chicago,3,35603 35601 35602 35609,1840001403
809,Gadsden,Gadsden,AL,Alabama,1055,Etowah,34.009,-86.0156,60944,362.0,polygon,False,True,America/Chicago,3,35901 35903 35904 35902,1840006332
961,Madison,Madison,AL,Alabama,1089,Madison,34.7114,-86.7626,51593,657.0,polygon,False,True,America/Chicago,3,35758 35756,1840015524
1266,Enterprise,Enterprise,AL,Alabama,1031,Coffee,31.3276,-85.8459,38914,357.0,polygon,False,True,America/Chicago,3,36330 36331,1840001548
1296,Albertville,Albertville,AL,Alabama,1095,Marshall,34.2634,-86.2107,37775,313.0,polygon,False,True,America/Chicago,3,35951 35950,1840013599
1327,Foley,Foley,AL,Alabama,1003,Baldwin,30.3983,-87.6649,36921,242.0,polygon,False,True,America/Chicago,3,36535 36530 36536,1840002084
1337,Phenix City,Phenix City,AL,Alabama,1113,Russell,32.4588,-85.0251,36487,503.0,polygon,False,True,America/Chicago,3,36869 36867 36868,1840006012
1360,Prattville,Prattville,AL,Alabama,1001,Autauga,32.4605,-86.4588,35957,410.0,polygon,False,True,America/Chicago,3,36066 36067 36068,1840004086
1416,Vestavia Hills,Vestavia Hills,AL,Alabama,1073,Jefferson,33.4518,-86.7438,34413,668.0,polygon,False,True,America/Chicago,3,35216 35243 35242 35266 35288,1840015673
1465,Alabaster,Alabaster,AL,Alabama,1117,Shelby,33.2198,-86.8225,33487,512.0,polygon,False,True,America/Chicago,3,35114 35007 35144,1840013756
1550,Athens,Athens,AL,Alabama,1083,Limestone,34.7847,-86.951,31187,265.0,polygon,False,True,America/Chicago,3,35611 35613 35612,1840000935
1563,Opelika,Opelika,AL,Alabama,1081,Lee,32.6612,-85.3769,30908,202.0,polygon,False,True,America/Chicago,3,36804 36801 36803,1840005210
1812,Bessemer,Bessemer,AL,Alabama,1073,Jefferson,33.3709,-86.9713,26472,252.0,polygon,False,True,America/Chicago,3,35022 35020,1840013732
1838,Northport,Northport,AL,Alabama,1125,Tuscaloosa,33.2589,-87.5984,26115,596.0,polygon,False,True,America/Chicago,3,35473 35475 35476 35452,1840014819
1886,Homewood,Homewood,AL,Alabama,1073,Jefferson,33.4617,-86.8092,25377,1174.0,polygon,False,True,America/Chicago,3,35229 35209 35219 35293,1840014794
2018,Pelham,Pelham,AL,Alabama,1117,Shelby,33.3114,-86.7573,23911,237.0,polygon,False,True,America/Chicago,3,35043 35124,1840014826
2117,Fairhope,Fairhope,AL,Alabama,1003,Baldwin,30.5217,-87.8815,22677,626.0,polygon,False,True,America/Chicago,3,36532,1840002039
2122,Trussville,Trussville,AL,Alabama,1073,Jefferson,33.6404,-86.5819,22635,254.0,polygon,False,True,America/Chicago,3,35235 35173,1840015672
2225,Prichard,Prichard,AL,Alabama,1097,Mobile,30.7735,-88.1301,21428,326.0,polygon,False,True,America/Chicago,3,36616 36610 36613 36612 36663,1840014990
2252,Oxford,Oxford,AL,Alabama,1015,Calhoun,33.5967,-85.8687,21225,257.0,polygon,False,True,America/Chicago,3,36260 36203 36253,1840014780
2345,Mountain Brook,Mountain Brook,AL,Alabama,1073,Jefferson,33.4871,-86.74,20297,611.0,polygon,False,True,America/Chicago,3,35213 35243 35223 35253,1840014792
2399,Valley,Valley,AL,Alabama,1017,Chambers,32.8088,-85.1809,19926,275.0,polygon,False,True,America/Chicago,3,36854 36872,1840015760
2401,Helena,Helena,AL,Alabama,1117,Shelby,33.2845,-86.8756,19925,377.0,polygon,False,True,America/Chicago,3,35022 35080,1840014827
2402,Cullman,Cullman,AL,Alabama,1043,Cullman,34.1777,-86.8407,19920,283.0,polygon,False,True,America/Chicago,3,35058 35057 35055 35056,1840001354
2418,Selma,Selma,AL,Alabama,1047,Dallas,32.4166,-87.0336,19775,481.0,polygon,False,True,America/Chicago,3,36703 36701 36702,1840008329
2633,Tillmans Corner,Tillmans Corner,AL,Alabama,1097,Mobile,30.5818,-88.2128,17814,530.0,polygon,False,False,America/Chicago,3,36582 36619,1840013896
2743,Sylacauga,Sylacauga,AL,Alabama,1121,Talladega,33.1778,-86.2606,16982,229.0,polygon,False,True,America/Chicago,3,35151 35150,1840015700
2781,Troy,Troy,AL,Alabama,1109,Pike,31.8021,-85.9665,16712,258.0,polygon,False,True,America/Chicago,3,36079 36081 36082,1840005558
2864,Center Point,Center Point,AL,Alabama,1073,Jefferson,33.6446,-86.6851,16110,1005.0,polygon,False,True,America/Chicago,3,35215,1840014789
2897,Millbrook,Millbrook,AL,Alabama,1051,Elmore,32.5028,-86.3737,15896,437.0,polygon,False,True,America/Chicago,3,36054 36022,1840014877
2991,Hueytown,Hueytown,AL,Alabama,1073,Jefferson,33.4237,-87.022,15322,300.0,polygon,False,True,America/Chicago,3,35023 35061,1840014796
3065,Calera,Calera,AL,Alabama,1117,Shelby,33.1249,-86.745,14717,235.0,polygon,False,True,America/Chicago,3,35040,1840013757
3076,Saraland,Saraland,AL,Alabama,1097,Mobile,30.8478,-88.1004,14649,176.0,polygon,False,True,America/Chicago,3,36571,1840015886
3089,Muscle Shoals,Muscle Shoals,AL,Alabama,1033,Colbert,34.7436,-87.6344,14575,340.0,polygon,False,True,America/Chicago,3,35661 35662,1840014657
3101,Hartselle,Hartselle,AL,Alabama,1103,Morgan,34.4391,-86.94,14466,339.0,polygon,False,True,America/Chicago,3,35640,1840013593
3149,Gardendale,Gardendale,AL,Alabama,1073,Jefferson,33.6678,-86.8069,14177,239.0,polygon,False,True,America/Chicago,3,35071 35119,1840002820
3160,Chelsea,Chelsea,AL,Alabama,1117,Shelby,33.3255,-86.6299,14126,236.0,polygon,False,True,America/Chicago,3,35051 35043,1840014823
